Observation ID,Date,Plot No,Rep,Species,PAW Trt,Irrigated After,TQ,NDVI Scan,NDRE Scan,FvFm,Absorptivity,Gmax,Percent Cover,Mean VWC,Min VWC,VWC at 7 AM,Suction Mean VWC,Suction Min VWC,Suction VWC at 7 AM
648,08/08/22,506,3,CBG,30,No,7,0.8271,0.3573,NA,NA,57,91.69192385,0.286416667,0.274,0.29,,,
649,08/09/22,104,2,KBG,75,Yes,NA,NA,NA,0.693,0.832,54,NA,0.341333333,0.327,0.327,,,
650,08/10/22,101,1,CBG,15,No,6,0.6906,0.269,NA,NA,79,29.22952809,0.25103125,0.231,0.259,,,
651,08/10/22,102,1,CBG,60,No,7,0.7606,0.3086,NA,NA,65,71.12646042,0.306625,0.296,0.309,,,
652,08/10/22,103,2,CBG,15,No,7,0.7333,0.291,NA,NA,64,45.16958794,0.197885417,0.188,0.2,,,
653,08/10/22,104,2,KBG,75,Yes,8,0.7914,0.317,0.683,0.854,54,93.25459167,0.345666667,0.328,0.335,,,
654,08/10/22,105,3,CBG,15,No,7,0.7657,0.3041,NA,NA,79,61.43917125,0.145135417,0.134,0.151,,,
655,08/10/22,106,3,KBG,45,No,7,0.8047,0.3298,NA,NA,56,90.74025992,0.233333333,0.212,0.245,,,
656,08/10/22,201,1,CBG,30,No,6,0.6924,0.2692,NA,NA,81,44.38306112,0.218364583,0.206,0.222,,,
657,08/10/22,202,1,CBG,45,No,7,0.7575,0.3107,NA,NA,59.5,79.99554397,0.270572917,0.259,0.274,,,
658,08/10/22,203,2,KBG,45,No,7,0.7592,0.2976,NA,NA,69.5,90.24987461,0.266510417,0.247,0.276,,,
659,08/10/22,204,2,CBG,45,No,7,0.7857,0.327,NA,NA,85.5,82.65427599,0.282697917,0.266,0.29,,,
660,08/10/22,205,3,CBG,45,No,7,0.7544,0.2994,NA,NA,72.5,79.89350028,0.26921875,0.258,0.273,,,
661,08/10/22,206,3,KBG,30,No,8,0.8154,0.3427,NA,NA,64,88.30706815,0.242864583,0.225,0.251,,,
662,08/10/22,301,1,KBG,75,No,7,0.7529,0.2984,NA,NA,61.5,83.14867242,0.349833333,0.335,0.356,,,
663,08/10/22,302,1,KBG,45,No,7,0.7716,0.3126,NA,NA,56.5,86.03699753,0.298125,0.284,0.304,,,
664,08/10/22,303,2,CBG,75,No,8,0.7993,0.336,NA,NA,53,91.55998099,0.34375,0.333,0.347,,,
665,08/10/22,304,2,CBG,30,No,7,0.7857,0.3385,NA,NA,112.5,70.84082985,0.2676875,0.254,0.274,,,
666,08/10/22,305,3,KBG,75,Yes,8,0.7916,0.3293,0.687,0.88,59.5,92.81358414,0.34425,0.328,0.33,,,
667,08/10/22,306,3,KBG,60,No,8,0.785,0.3254,NA,NA,76.5,91.09711043,0.305791667,0.289,0.314,,,
668,08/10/22,401,1,KBG,60,No,7,0.7808,0.3211,NA,NA,65,83.14371587,0.331354167,0.314,0.338,,,
669,08/10/22,402,1,KBG,15,No,6,0.7796,0.3303,NA,NA,93,74.22948812,0.2318125,0.208,0.242,,,
670,08/10/22,403,2,KBG,30,No,8,0.7866,0.3275,NA,NA,58,91.09540727,0.250604167,0.232,0.258,,,
671,08/10/22,404,2,CBG,60,No,8,0.7737,0.3304,NA,NA,72.5,88.42563598,0.303822917,0.292,0.308,,,
672,08/10/22,405,3,CBG,60,No,8,0.8153,0.3481,NA,NA,56.5,94.72635239,0.308083333,0.293,0.315,,,
673,08/10/22,406,3,KBG,15,No,7,0.8011,0.3371,NA,NA,85.5,82.6607063,0.204291667,0.184,0.213,,,
674,08/10/22,501,1,KBG,30,No,7,0.7444,0.3045,NA,NA,133,69.39418555,0.29828125,0.281,0.304,,,
675,08/10/22,502,1,CBG,75,No,8,0.7681,0.3289,NA,NA,59.5,90.70778863,0.362604167,0.352,0.366,,,
676,08/10/22,503,2,KBG,60,No,8,0.8283,0.3567,NA,NA,59.5,94.77310243,0.283520833,0.263,0.294,,,
677,08/10/22,504,2,KBG,15,No,7,0.792,0.342,NA,NA,112.5,85.83941692,0.22540625,0.2,0.237,,,
678,08/10/22,505,3,CBG,75,Yes,7,0.8137,0.3447,0.715,0.893,50.5,93.12150874,0.34403125,0.335,0.336,,,
679,08/10/22,506,3,CBG,30,No,7,0.8028,0.3435,NA,NA,87,91.02140665,0.24503125,0.231,0.25,,,
680,08/11/22,104,2,KBG,75,Yes,NA,NA,NA,0.7,0.877,58.5,NA,0.351427083,0.339,0.343,,,
681,08/11/22,106,3,KBG,45,Yes,NA,NA,NA,0.688,0.849,83.5,NA,0.22215625,0.208,0.212,,,
682,08/11/22,301,1,KBG,75,Yes,NA,NA,NA,0.683,0.803,72.5,NA,0.345166667,0.333,0.335,,,
683,08/11/22,303,2,CBG,75,Yes,NA,NA,NA,0.697,0.875,71.5,NA,0.331947917,0.33,0.331,,,
684,08/11/22,503,2,KBG,60,Yes,NA,NA,NA,0.712,0.878,94,NA,0.26484375,0.259,0.262,,,
685,08/11/22,504,2,KBG,15,Yes,NA,NA,NA,0.681,0.853,152,NA,0.216822917,0.195,0.197,,,
686,08/12/22,101,1,CBG,15,No,6,0.6453,0.2478,0.668,0.741,107.5,31.70320643,0.248520833,0.2,0.202,,,
687,08/12/22,102,1,CBG,60,No,7,0.73,0.2901,0.719,0.83,60.5,74.21315862,0.3239375,0.279,0.322,,,
688,08/12/22,103,2,CBG,15,No,6,0.6967,0.2734,0.695,0.801,57,58.85790178,0.19528125,0.173,0.174,,,
689,08/12/22,104,2,KBG,75,No,7,0.8204,0.3276,0.713,0.876,56,93.7241567,0.358677083,0.342,0.389,,,
690,08/12/22,105,3,CBG,15,No,6,0.7215,0.2762,0.694,0.808,72,61.90761011,0.154302083,0.12,0.121,,,
691,08/12/22,106,3,KBG,45,No,7,0.7975,0.3148,0.698,0.856,55,93.55398656,0.2830625,0.223,0.309,,,
692,08/12/22,201,1,CBG,30,No,6,0.672,0.2592,0.686,0.762,104.5,46.05503018,0.200916667,0.185,0.192,,,
693,08/12/22,202,1,CBG,45,No,7,0.7426,0.2911,0.727,0.861,59,73.72638124,0.2704375,0.239,0.243,,,
694,08/12/22,203,2,KBG,45,No,8,0.8039,0.3262,0.724,0.872,60,86.17888824,0.301947917,0.218,0.31,,,
695,08/12/22,204,2,CBG,45,No,8,0.7824,0.3188,0.708,0.853,52.5,86.73808126,0.311854167,0.241,0.244,,,
696,08/12/22,205,3,CBG,45,No,7,0.7629,0.3021,0.703,0.836,108.5,76.19127961,0.288083333,0.241,0.284,,,
697,08/12/22,206,3,KBG,30,No,7,0.7722,0.3217,0.685,0.832,57,90.97832015,0.271052083,0.197,0.215,,,
698,08/12/22,301,1,KBG,75,No,7,0.7597,0.2954,0.701,0.82,59,81.47475689,0.38703125,0.348,0.42,,,
699,08/12/22,302,1,KBG,45,No,7,0.7526,0.2956,0.722,0.845,54.5,84.77490639,0.3285,0.261,0.358,,,
700,08/12/22,303,2,CBG,75,No,8,0.7978,0.3298,0.728,0.88,55.5,91.46126716,0.366875,0.33,0.374,,,
701,08/12/22,304,2,CBG,30,No,7,0.7238,0.2849,0.697,0.815,55.5,70.60735077,0.301,0.232,0.281,,,
702,08/12/22,305,3,KBG,75,No,7,0.8027,0.3248,0.715,0.873,53,95.58209011,0.364666667,0.328,0.405,,,
703,08/12/22,306,3,KBG,60,No,7,0.7943,0.3227,0.706,0.87,58,88.41929605,0.34284375,0.264,0.398,,,
704,08/12/22,401,1,KBG,60,No,7,0.7856,0.3202,0.709,0.859,73,84.73528877,0.3585,0.287,0.398,,,
705,08/12/22,402,1,KBG,15,No,6,0.7639,0.3193,0.667,0.742,55.5,71.00345047,0.274572917,0.177,0.183,,,
706,08/12/22,403,2,KBG,30,No,8,0.821,0.3452,0.734,0.892,53.5,91.50813538,0.289197917,0.201,0.21,,,
707,08/12/22,404,2,CBG,60,No,7,0.8131,0.3596,0.719,0.871,56.5,93.87663482,0.323614583,0.273,0.302,,,
708,08/12/22,405,3,CBG,60,Yes,7,0.8209,0.3492,0.729,0.901,48,95.53157922,0.29590625,0.267,0.268,,,
709,08/12/22,406,3,KBG,15,No,7,0.7874,0.3215,0.686,0.84,67.5,90.41418448,0.236916667,0.171,0.172,,,
710,08/12/22,501,1,KBG,30,No,7,0.7484,0.299,0.719,0.843,89.5,72.63217313,0.343729167,0.255,0.37,,,
711,08/12/22,502,1,CBG,75,No,8,0.7975,0.3393,0.745,0.879,48,87.95093366,0.378302083,0.332,0.359,,,
712,08/12/22,503,2,KBG,60,No,8,0.8437,0.3668,0.735,0.893,52,95.97274664,0.3316875,0.263,0.373,,,
713,08/12/22,504,2,KBG,15,No,7,0.8163,0.3481,0.715,0.874,51,90.56867164,0.3205,0.223,0.349,,,
714,08/12/22,505,3,CBG,75,No,7,0.8172,0.3344,0.727,0.893,47,95.14446109,0.363791667,0.33,0.398,,,
715,08/12/22,506,3,CBG,30,No,7,0.8123,0.3458,0.715,0.872,72.5,92.49211767,0.25403125,0.21,0.214,,,
716,08/14/22,104,2,KBG,75,Yes,NA,NA,NA,0.708,0.882,62.5,NA,0.346385417,0.328,0.329,,,
717,08/15/22,101,1,CBG,15,No,6,0.7129,0.2597,NA,NA,119.5,34.53237275,0.2390625,0.228,0.243,,,
718,08/15/22,102,1,CBG,60,No,7,0.7609,0.3054,NA,NA,72.5,73.31255477,0.308208333,0.303,0.309,,,
719,08/15/22,103,2,CBG,15,No,6,0.7116,0.274,NA,NA,131,53.37952029,0.20540625,0.202,0.205,,,
720,08/15/22,104,2,KBG,75,No,8,0.8089,0.3255,NA,NA,58,93.21601681,0.342302083,0.333,0.346,,,
721,08/15/22,105,3,CBG,15,No,6,0.765,0.2974,NA,NA,101.5,57.71857728,0.140802083,0.136,0.143,,,
722,08/15/22,106,3,KBG,45,No,7,0.8344,0.3544,NA,NA,59.5,92.96481095,0.254604167,0.247,0.257,,,
723,08/15/22,201,1,CBG,30,No,6,0.7118,0.2728,NA,NA,125.5,39.06971943,0.216822917,0.212,0.216,,,
724,08/15/22,202,1,CBG,45,No,7,0.774,0.3115,NA,NA,63.5,74.45645347,0.273239583,0.269,0.274,,,
725,08/15/22,203,2,KBG,45,No,7,0.8083,0.3169,NA,NA,61.5,84.42315145,0.284052083,0.277,0.286,,,
726,08/15/22,204,2,CBG,45,No,7,0.8163,0.3415,NA,NA,81,86.51201963,0.28959375,0.282,0.291,,,
727,08/15/22,205,3,CBG,45,No,7,0.7756,0.306,NA,NA,78,75.34512129,0.2721875,0.267,0.274,,,
728,08/15/22,206,3,KBG,30,No,7,0.825,0.3399,NA,NA,69,89.45061927,0.267958333,0.262,0.27,,,
729,08/15/22,301,1,KBG,75,No,7,0.7906,0.307,NA,NA,64,84.73110386,0.364302083,0.359,0.365,,,
730,08/15/22,302,1,KBG,45,No,7,0.7967,0.3178,NA,NA,62.5,88.18307802,0.317083333,0.312,0.318,,,
731,08/15/22,303,2,CBG,75,No,8,0.83,0.3419,NA,NA,58,92.85368142,0.349125,0.345,0.35,,,
732,08/15/22,304,2,CBG,30,No,7,0.8004,0.3331,NA,NA,107.5,75.42466935,0.289604167,0.284,0.291,,,
733,08/15/22,305,3,KBG,75,Yes,8,0.838,0.3475,0.711,0.884,57.5,94.8856501,0.355302083,0.335,0.335,,,
734,08/15/22,306,3,KBG,60,No,8,0.8026,0.3391,NA,NA,62.5,87.35856028,0.3241875,0.318,0.326,,,
735,08/15/22,401,1,KBG,60,No,7,0.7906,0.3124,NA,NA,74.5,84.44584868,0.34425,0.338,0.345,,,
736,08/15/22,402,1,KBG,15,Yes,6,0.8137,0.34,0.651,0.719,119.5,67.74724253,0.290322917,0.275,0.275,,,
737,08/15/22,403,2,KBG,30,No,8,0.8252,0.3397,NA,NA,65,91.46087091,0.283083333,0.277,0.284,,,
738,08/15/22,404,2,CBG,60,No,7,0.7951,0.3362,NA,NA,110,91.60424928,0.310145833,0.306,0.312,,,
739,08/15/22,405,3,CBG,60,No,8,0.8308,0.3498,NA,NA,57.5,96.32699723,0.305510417,0.3,0.307,,,
740,08/15/22,406,3,KBG,15,No,7,0.811,0.3355,NA,NA,101.5,87.41956126,0.233614583,0.226,0.236,,,
741,08/15/22,501,1,KBG,30,No,7,0.7761,0.3018,NA,NA,87,72.17861087,0.326208333,0.32,0.327,,,
742,08/15/22,502,1,CBG,75,No,8,0.7763,0.3308,NA,NA,73.5,87.51726015,0.36209375,0.358,0.363,,,
743,08/15/22,503,2,KBG,60,No,8,0.8418,0.3579,NA,NA,70,95.1285348,0.306697917,0.299,0.31,,,
744,08/15/22,504,2,KBG,15,No,8,0.8089,0.3453,NA,NA,90,90.40936002,0.285052083,0.276,0.287,,,
745,08/15/22,505,3,CBG,75,Yes,7,0.8357,0.353,0.735,0.903,56,95.09739128,0.3535,0.338,0.338,,,
746,08/15/22,506,3,CBG,30,No,8,0.8188,0.3443,NA,NA,66.5,92.01821479,0.24228125,0.236,0.244,,,
747,08/16/22,104,2,KBG,75,Yes,NA,NA,NA,0.723,0.887,54,NA,0.348333333,0.331,0.331,,,
748,08/17/22,101,1,CBG,15,No,6,0.6753,0.2682,0.672,0.723,96.5,35.24609463,0.203041667,0.194,0.207,,,
749,08/17/22,102,1,CBG,60,No,7,0.7421,0.3181,0.702,0.861,65,72.76889179,0.29271875,0.288,0.294,,,
750,08/17/22,103,2,CBG,15,No,6,0.7172,0.2904,0.684,0.808,80.5,64.73863948,0.1905,0.184,0.193,,,
751,08/17/22,104,2,KBG,75,No,8,0.8069,0.3421,0.692,0.879,52.5,93.38287795,0.341229167,0.33,0.347,,,
752,08/17/22,105,3,CBG,15,No,7,0.7436,0.3088,0.683,0.817,75,57.20707278,0.125947917,0.121,0.129,,,
753,08/17/22,106,3,KBG,45,No,8,0.8105,0.3548,0.696,0.873,68.5,92.45614968,0.220104167,0.206,0.229,,,
754,08/17/22,201,1,CBG,30,No,6,0.6732,0.2679,0.666,0.799,94,44.75294603,0.200666667,0.194,0.202,,,
755,08/17/22,202,1,CBG,45,No,7,0.7639,0.3297,0.699,0.862,65,81.48945274,0.255541667,0.249,0.258,,,
756,08/17/22,203,2,KBG,45,No,8,0.7456,0.3014,0.684,0.839,66.5,86.37612821,0.2539375,0.242,0.262,,,
757,08/17/22,204,2,CBG,45,No,8,0.8089,0.3599,0.699,0.857,65,86.99280467,0.261635417,0.252,0.267,,,
758,08/17/22,205,3,CBG,45,No,7,0.7652,0.324,0.696,0.857,77.5,76.59850198,0.253989583,0.248,0.257,,,
759,08/17/22,206,3,KBG,30,No,7,0.7759,0.3311,0.687,0.861,66.5,89.43564536,0.244041667,0.234,0.251,,,
760,08/17/22,301,1,KBG,75,No,7,0.7521,0.3127,0.694,0.859,66,78.9668902,0.3443125,0.336,0.348,,,
761,08/17/22,302,1,KBG,45,No,7,0.7765,0.3327,0.685,0.857,64,85.64670249,0.297010417,0.289,0.301,,,
762,08/17/22,303,2,CBG,75,Yes,8,0.7982,0.344,0.701,0.87,63,94.16493483,0.346052083,0.334,0.336,,,
763,08/17/22,304,2,CBG,30,No,7,0.7632,0.3352,0.681,0.831,109,73.51942977,0.268770833,0.261,0.272,,,
764,08/17/22,305,3,KBG,75,No,8,0.7941,0.3419,0.697,0.891,51.5,93.45047607,0.343041667,0.335,0.347,,,
765,08/17/22,306,3,KBG,60,No,7,0.7972,0.347,0.694,0.877,65,92.02295583,0.299916667,0.29,0.305,,,
766,08/17/22,401,1,KBG,60,No,7,0.7714,0.3279,0.704,0.834,65.5,81.99150296,0.321552083,0.313,0.325,,,
767,08/17/22,402,1,KBG,15,No,7,0.7767,0.3367,0.695,0.856,77.5,71.10563319,0.288104167,0.278,0.293,,,
768,08/17/22,403,2,KBG,30,No,8,0.7774,0.3381,0.701,0.88,60.5,92.61192985,0.259708333,0.25,0.265,,,
769,08/17/22,404,2,CBG,60,No,7,0.7509,0.3327,0.713,0.897,61.5,89.22755381,0.292864583,0.286,0.296,,,
770,08/17/22,405,3,CBG,60,No,8,0.8154,0.3498,0.725,0.894,61.5,96.9373685,0.281729167,0.272,0.287,,,
771,08/17/22,406,3,KBG,15,No,7,0.7787,0.3345,0.689,0.887,77.5,90.82794839,0.204145833,0.194,0.21,,,
772,08/17/22,501,1,KBG,30,No,6,0.732,0.3017,0.699,0.802,79,72.63771362,0.304010417,0.296,0.308,,,
773,08/17/22,502,1,CBG,75,No,7,0.795,0.3011,0.708,0.886,67,90.74425713,0.344604167,0.338,0.346,,,
774,08/17/22,503,2,KBG,60,No,8,0.8428,0.3794,0.699,0.89,68.5,94.51749616,0.273395833,0.261,0.281,,,
775,08/17/22,504,2,KBG,15,No,8,0.7753,0.3527,0.708,0.878,87,91.13283511,0.250145833,0.237,0.257,,,
776,08/17/22,505,3,CBG,75,Yes,7,0.8314,0.3718,0.726,0.906,49,95.50309124,0.361270833,0.343,0.345,,,
777,08/17/22,506,3,CBG,30,No,7,0.8217,0.3641,0.689,0.884,75,91.59741578,0.221135417,0.214,0.224,,,
778,08/18/22,104,2,KBG,75,Yes,NA,NA,NA,0.706,0.883,59,NA,0.35771875,0.335,0.336,,,
779,08/18/22,106,3,KBG,45,Yes,NA,NA,NA,0.719,0.883,74,NA,0.2353125,0.207,0.209,,,
780,08/18/22,301,1,KBG,75,Yes,NA,NA,NA,0.661,0.846,72.5,NA,0.368958333,0.336,0.336,,,
781,08/18/22,305,3,KBG,75,Yes,NA,NA,NA,0.717,0.896,61.5,NA,0.363333333,0.337,0.338,,,
782,08/18/22,405,3,CBG,60,Yes,NA,NA,NA,0.725,0.896,41.5,NA,0.29325,0.273,0.273,,,
783,08/18/22,503,2,KBG,60,Yes,NA,NA,NA,0.723,0.893,75,NA,0.292333333,0.261,0.262,,,
784,08/19/22,101,1,CBG,15,No,6,0.7084,0.2829,NA,NA,91.5,33.23388957,0.289854167,0.253,0.274,,,
785,08/19/22,102,1,CBG,60,No,7,0.7781,0.3093,NA,NA,59.5,76.16203389,0.3351875,0.327,0.328,,,
786,08/19/22,103,2,CBG,15,No,6,0.756,0.2935,NA,NA,61,55.88359831,0.226395833,0.208,0.217,,,
787,08/19/22,104,2,KBG,75,No,8,0.8263,0.3354,NA,NA,57.5,93.3251234,0.361760417,0.35,0.359,,,
788,08/19/22,105,3,CBG,15,No,6,0.763,0.3038,NA,NA,61.5,64.9965398,0.18053125,0.171,0.173,,,
789,08/19/22,106,3,KBG,45,No,7,0.8236,0.3278,NA,NA,56.5,88.54270225,0.302177083,0.289,0.297,,,
790,08/19/22,201,1,CBG,30,No,6,0.7162,0.282,NA,NA,92,43.20286075,0.225822917,0.208,0.214,,,
791,08/19/22,202,1,CBG,45,No,7,0.7805,0.3171,NA,NA,57.5,81.54606026,0.306166667,0.293,0.297,,,
792,08/19/22,203,2,KBG,45,No,7,0.7613,0.2986,NA,NA,61.5,88.46701237,0.338916667,0.325,0.332,,,
793,08/19/22,204,2,CBG,45,No,7,0.806,0.3315,NA,NA,59.5,86.34144629,0.35715625,0.342,0.351,,,
794,08/19/22,205,3,CBG,45,No,7,0.7511,0.3039,NA,NA,65,84.6824143,0.315989583,0.305,0.308,,,
795,08/19/22,206,3,KBG,30,No,7,0.7988,0.3252,NA,NA,57,87.45380523,0.308166667,0.296,0.3,,,
796,08/19/22,301,1,KBG,75,No,7,0.7485,0.2897,NA,NA,60,77.00399339,0.400635417,0.393,0.397,,,
797,08/19/22,302,1,KBG,45,No,7,0.7876,0.3214,NA,NA,56.5,83.46412569,0.352072917,0.343,0.346,,,
798,08/19/22,303,2,CBG,75,No,8,0.8117,0.3452,NA,NA,56.5,94.73728738,0.388489583,0.38,0.385,,,
799,08/19/22,304,2,CBG,30,No,7,0.7984,0.3348,NA,NA,53,78.28313005,0.347125,0.335,0.339,,,
800,08/19/22,305,3,KBG,75,No,8,0.7924,0.3312,NA,NA,60.5,92.97118564,0.374697917,0.366,0.371,,,
801,08/19/22,306,3,KBG,60,No,7,0.7855,0.3224,NA,NA,59,90.06516851,0.37196875,0.36,0.366,,,
802,08/19/22,401,1,KBG,60,No,7,0.7448,0.2927,NA,NA,85.5,80.73767042,0.3830625,0.373,0.377,,,
803,08/19/22,402,1,KBG,15,No,6,0.8089,0.3326,NA,NA,60.5,78.87543392,0.344114583,0.333,0.337,,,
804,08/19/22,403,2,KBG,30,No,8,0.8231,0.3452,NA,NA,58,91.06463914,0.327479167,0.316,0.32,,,
805,08/19/22,404,2,CBG,60,No,7,0.7908,0.3339,NA,NA,86,90.05520676,0.353864583,0.341,0.347,,,
806,08/19/22,405,3,CBG,60,No,8,0.8168,0.3475,NA,NA,54.5,96.67885643,0.349770833,0.341,0.344,,,
807,08/19/22,406,3,KBG,15,No,7,0.816,0.338,NA,NA,63,86.39938853,0.270770833,0.245,0.26,,,
808,08/19/22,501,1,KBG,30,No,7,0.7637,0.2993,NA,NA,85,74.50324522,0.370552083,0.361,0.364,,,
809,08/19/22,502,1,CBG,75,No,8,0.8145,0.35,NA,NA,48,88.73543754,0.400854167,0.393,0.397,,,
810,08/19/22,503,2,KBG,60,No,8,0.8332,0.3566,NA,NA,53,93.37892244,0.355572917,0.345,0.349,,,
811,08/19/22,504,2,KBG,15,No,7,0.7841,0.3298,NA,NA,59.5,90.85923789,0.34540625,0.33,0.337,,,
812,08/19/22,505,3,CBG,75,No,7,0.8398,0.3734,NA,NA,48,96.49717432,0.381864583,0.372,0.376,,,
813,08/19/22,506,3,CBG,30,No,7,0.833,0.3596,NA,NA,56.5,90.07675001,0.29878125,0.287,0.288,,,
814,08/21/22,104,2,KBG,75,Yes,NA,NA,NA,0.7,0.889,65,NA,0.348958333,0.335,0.335,,,
815,08/22/22,101,1,CBG,15,No,6,0.7084,0.2841,NA,NA,105,44.05592208,0.254354167,0.237,0.261,,,
816,08/22/22,102,1,CBG,60,No,7,0.7678,0.3228,NA,NA,64.5,82.15365087,0.308604167,0.302,0.309,,,
817,08/22/22,103,2,CBG,15,No,7,0.7476,0.3083,NA,NA,86,63.97374629,0.239322917,0.232,0.241,,,
818,08/22/22,104,2,KBG,75,No,8,0.8237,0.3447,NA,NA,55,92.86410894,0.341395833,0.33,0.346,,,
819,08/22/22,105,3,CBG,15,No,7,0.7636,0.3131,NA,NA,77.5,81.46065889,0.154041667,0.146,0.158,,,
820,08/22/22,106,3,KBG,45,No,7,0.8287,0.357,NA,NA,61.5,88.86269496,0.268354167,0.258,0.273,,,
821,08/22/22,201,1,CBG,30,No,6,0.7231,0.2885,NA,NA,112.5,53.52864769,0.248635417,0.24,0.25,,,
822,08/22/22,202,1,CBG,45,No,7,0.7921,0.3408,NA,NA,60.5,88.56398829,0.28809375,0.28,0.289,,,
823,08/22/22,203,2,KBG,45,No,7,0.8158,0.3376,NA,NA,61.5,89.80263837,0.2904375,0.279,0.295,,,
824,08/22/22,204,2,CBG,45,No,7,0.8035,0.342,NA,NA,87,90.23854337,0.302302083,0.292,0.305,,,
825,08/22/22,205,3,CBG,45,No,7,0.798,0.3351,NA,NA,62,89.2674634,0.283864583,0.276,0.286,,,
826,08/22/22,206,3,KBG,30,No,7,0.8209,0.3484,NA,NA,63,87.49434046,0.2759375,0.266,0.279,,,
827,08/22/22,301,1,KBG,75,No,7,0.7959,0.324,NA,NA,64,81.51856637,0.367364583,0.36,0.369,,,
828,08/22/22,302,1,KBG,45,No,7,0.8101,0.3376,NA,NA,65,84.10055881,0.31728125,0.309,0.319,,,
829,08/22/22,303,2,CBG,75,No,8,0.8312,0.3626,NA,NA,58,95.44070687,0.35753125,0.352,0.358,,,
830,08/22/22,304,2,CBG,30,No,7,0.7971,0.3472,NA,NA,90.5,85.07013722,0.304885417,0.298,0.307,,,
831,08/22/22,305,3,KBG,75,No,8,0.8453,0.3687,NA,NA,55.5,92.9325065,0.338197917,0.331,0.339,,,
832,08/22/22,306,3,KBG,60,No,7,0.8358,0.3599,NA,NA,64,91.13898734,0.32815625,0.318,0.331,,,
833,08/22/22,401,1,KBG,60,No,7,0.79,0.328,NA,NA,71.5,82.46340376,0.345270833,0.337,0.346,,,
834,08/22/22,402,1,KBG,15,No,7,0.8232,0.3601,NA,NA,105,83.66727459,0.301291667,0.291,0.304,,,
835,08/22/22,403,2,KBG,30,No,9,0.8429,0.3719,NA,NA,64,91.74971316,0.288677083,0.279,0.292,,,
836,08/22/22,404,2,CBG,60,No,7,0.8232,0.381,NA,NA,96.5,94.44127795,0.32425,0.318,0.325,,,
837,08/22/22,405,3,CBG,60,No,8,0.8369,0.3751,NA,NA,56,97.54114959,0.318770833,0.31,0.322,,,
838,08/22/22,406,3,KBG,15,No,7,0.8335,0.3631,NA,NA,77.5,88.62544808,0.24515625,0.234,0.249,,,
839,08/22/22,501,1,KBG,30,No,7,0.7712,0.3191,NA,NA,94,77.65865381,0.33234375,0.323,0.334,,,
840,08/22/22,502,1,CBG,75,No,8,0.819,0.3722,NA,NA,62,92.05336247,0.370572917,0.365,0.371,,,
841,08/22/22,503,2,KBG,60,No,9,0.8512,0.3804,NA,NA,62,93.49063592,0.313104167,0.302,0.318,,,
842,08/22/22,504,2,KBG,15,No,8,0.8373,0.3836,NA,NA,77.5,91.42059289,0.285958333,0.272,0.291,,,
843,08/22/22,505,3,CBG,75,No,7,0.8476,0.3776,NA,NA,59,97.9648683,0.348645833,0.344,0.348,,,
844,08/22/22,506,3,CBG,30,No,7,0.8055,0.3493,NA,NA,67.5,93.13707354,0.268729167,0.26,0.271,,,
845,08/23/22,104,2,KBG,75,Yes,NA,NA,NA,0.704,0.88,60,NA,0.3443125,0.327,0.328,,,
846,08/23/22,305,3,KBG,75,Yes,NA,NA,NA,0.698,0.883,70,NA,0.347958333,0.328,0.328,,,
847,08/24/22,101,1,CBG,15,No,6,0.1681,0.2651,NA,NA,101.5,44.70312335,0.196666667,0.188,0.202,,,
848,08/24/22,102,1,CBG,60,No,7,0.7172,0.2919,NA,NA,77.5,83.10626023,0.28421875,0.279,0.287,,,
849,08/24/22,103,2,CBG,15,No,7,0.6996,0.2856,NA,NA,83.5,69.19106445,0.211208333,0.204,0.215,,,
850,08/24/22,104,2,KBG,75,No,8,0.6905,0.2881,NA,NA,60,92.83546802,0.334104167,0.325,0.34,,,
851,08/24/22,105,3,CBG,15,No,7,0.7263,0.2889,NA,NA,97.5,77.96897674,0.127854167,0.123,0.131,,,
852,08/24/22,106,3,KBG,45,No,7,0.7694,0.3026,NA,NA,72.5,89.70986822,0.218020833,0.209,0.226,,,
853,08/24/22,201,1,CBG,30,No,6,0.6594,0.2556,NA,NA,83,53.45875552,0.212229167,0.203,0.217,,,
854,08/24/22,202,1,CBG,45,No,7,0.7805,0.326,NA,NA,66.5,91.60194133,0.2545,0.247,0.259,,,
855,08/24/22,203,2,KBG,45,No,7,0.7454,0.295,NA,NA,78,90.24158126,0.24221875,0.233,0.249,,,
856,08/24/22,204,2,CBG,45,No,7,0.7975,0.3349,NA,NA,66.5,92.09727623,0.26,0.251,0.264,,,
857,08/24/22,205,3,CBG,45,No,7,0.7497,0.306,NA,NA,75,90.8209411,0.253604167,0.246,0.258,,,
858,08/24/22,206,3,KBG,30,No,7,0.7858,0.3303,NA,NA,77.5,89.84361852,0.233958333,0.225,0.24,,,
859,08/24/22,301,1,KBG,75,No,7,0.726,0.2868,NA,NA,75,81.82812461,0.336333333,0.329,0.34,,,
860,08/24/22,302,1,KBG,45,No,7,0.7553,0.3112,NA,NA,81,86.15935402,0.282822917,0.275,0.288,,,
861,08/24/22,303,2,CBG,75,Yes,8,0.8086,0.3435,0.716,0.903,72.5,96.69540838,0.33671875,0.335,0.336,,,
862,08/24/22,304,2,CBG,30,No,7,0.663,0.2601,NA,NA,88.5,88.0136239,0.2735,0.266,0.278,,,
